wikidata_id,xeno_canto_id
Q741249,Melithreptus-lunatus
Q3726257,Eremomela-turneri
Q2668564,Margarops-fuscatus
Q3785540,Chloropsis-jerdoni
Q560016,Pseudoseisura-unirufa
Q1922979,Rhipidura-dahli
Q530530,Tachyphonus-rufiventer
Q3114803,Tachyphonus-luctuosus
Q682603,Lophornis-helenae
Q208714,Pelecanus-occidentalis
Q528537,Urothraupis-stolzmanni
Q841821,Elaenia-spectabilis
Q1274529,Chordeiles-acutipennis
Q62127202,Actinodura-strigula
Q1260573,Charadrius-pallidus
Q27074775,Colibri cyanotus
Q1300601,Icterus-auricapillus
Q166442,Pagodroma-nivea
Q20642663,Psilopogon-australis
Q31872941,Junco-bairdi
Q1923366,Cisticola-guinea
Q1586627,Pellorneum-ruficeps
Q147230,Torreornis-inexpectata
Q2984173,Chalcophaps-longirostris
Q1586862,Pipilo%20maculatus
Q285922,Alophoixus-flaveolus
Q913438,Sylvia-ruppeli
Q62448238,Aethomyias-arfakianus
Q769540,Hylexetastes-uniformis
Q1305060,Napothera-rufipectus
Q1033761,Haplophaedia-assimilis
Q12253097,Alcippe-davidi
Q1269735,Colaptes-atricollis
Q1273605,Indicator-conirostris
Q1259066,Cynanthus-sordidus
Q276242,Pachyptila-vittata
Q2060964,Dicaeum-quadricolor
Q908830,Parophasma-galinieri
Q2225407,Melidectes-leucostephes
Q1006452,Zenaida-auriculata
Q11845359,Megascops-guatemalae
Q1307621,Machaerirhynchus-flaviventer
Q2225346,Rhipidura-lepida
Q1591688,Agelasticus-thilius
Q901862,Elaenia-frantzii
Q2223742,Daphoenositta-miranda
Q3119527,Myzomela-pulchella
Q10785358,Leptocoma-brasiliana
Q4755805,Cantorchilus-leucopogon
Q589812,Scelorchilus-albicollis
Q1587667,Acrocephalus-rimitarae
Q1272199,Griseotyrannus-aurantioatrocristatus
Q1261124,Myiotheretes-pernix
Q918308,Tangara-heinei
Q1316943,Prionops-plumatus
Q1268861,Pyrrhura-rhodocephala
Q872872,Chondrohierax-uncinatus
Q1271247,Melanerpes-portoricensis
Q1267324,Phyllomyias-griseocapilla
Q61046108,Dicrurus-atactus
Q3129195,Rhipidura-tenebrosa
Q1924734,Vidua-larvaticola
Q248086,Gyps-indicus
Q27075230,Bolemoreus-frenatus
Q1263829,Epinecrophylla-gutturalis
Q1300132,Loxioides-bailleui
Q284331,Campephilus-magellanicus
Q375157,Vermivora-bachmanii
Q2226653,Atlapetes%20leucopterus
Q1187233,Caprimulgus-indicus
Q3177497,Lophozosterops-pinaiae
Q606817,Serpophaga-nigricans
Q27074869,Psilopogon-malabaricus
Q1268660,Tanygnathus-gramineus
Q3473539,Sarkidiornis-sylvicola
Q1030321,Pyrrhura-perlata
Q780707,Pycnonotus-zeylanicus
Q1035242,Hemicircus-concretus
Q12257005,Eremomela-salvadorii
Q1260944,Rhynchortyx-cinctus
Q540195,Ptilinopus-perousii
Q1267347,Ortalis-wagleri
Q901933,Emberiza-flaviventris
Q1306493,Troglodytes-rufociliatus
Q1072109,Buteo-regalis
Q267565,Trachyphonus-erythrocephalus
Q915609,Zosterops-vellalavella
Q28868046,Passer-cinnamomeus
Q796682,Cranioleuca-albicapilla
Q25418,Carduelis carduelis
Q769574,Oenanthe-albonigra
Q1266632,Megascops-barbarus
Q1540130,Gallinula-comeri
Q285477,Syrmaticus-ellioti
Q1301031,Quelea-cardinalis
Q1259206,Scytalopus-canus
Q691222,Nyctanassa-carcinocatactes
Q1262798,Veniliornis-nigriceps
Q490484,Bolborhynchus-orbygnesius
Q1588530,Hemithraupis-flavicollis
Q261286,Podica-senegalensis
Q1272080,Larus-schistisagus
Q27075788,Chloris-spinoides
Q1590604,Pachycephala-flavifrons
Q27075178,Ochthoeca-thoracica
Q27075148,Suiriri-affinis
Q589946,Turdus-assimilis
Q1536472,Chondrohierax-wilsonii
Q335535,Emberiza-aureola
Q531938,Saltator-coerulescens
Q1259412,Columbina-squammata
Q1190882,Megapodius-layardi
Q930635,Elaenia-ridleyana
Q1310754,Malaconotus-alius
Q3180300,Anthus-gutturalis
Q864282,Margarornis-rubiginosus
Q911080,Bolborhynchus-lineola
Q1922945,Ptilorrhoa-castanonota
Q1302947,Laniarius-funebris
Q1588444,Curaeus-curaeus
Q2676079,Megazosterops-palauensis
Q748939,Cacatua-sanguinea
Q39046194,Cinnyris-whytei
Q269082,Netta-erythrophthalma
Q661556,Grallaria-flavotincta
Q782106,Erythrura-coloria
Q1302540,Gerygone-chrysogaster
Q941386,Andropadus-importunus
Q27075333,Megalampitta-gigantea
Q1189999,Hylonympha-macrocerca
Q264854,Necropsar-rodericanus
Q839542,Anas-poecilorhyncha
Q1151175,Caprimulgus-asiaticus
Q25334,Erithacus-rubecula
Q1271391,Zimmerius-cinereicapilla
Q1045114,Amaurospiza-carrizalensis
Q941573,Vidua-chalybeata
Q958493,Poecilodryas-brachyura
Q1265886,Ninox-variegata
Q3377071,Otus-socotranus
Q28843699,Sylvia-dohrni
Q2225044,Apalis-goslingi
Q1260733,Geositta-poeciloptera
Q3136339,Notiochelidon-pileata
Q1266461,Asthenes-baeri
Q221256,Melopyrrha-nigra
Q910102,Drymophila-caudata
Q2235419,Phyllastrephus-cerviniventris
Q1130092,Campylopterus-hemileucurus
Q609761,Crypturellus-soui
Q1270996,Myrmotherula-pacifica
Q3726370,Emberiza-poliopleura
Q875909,Phalcoboenus-carunculatus
Q22111801,Lichmera-deningeri
Q1273659,Campylopterus-curvipennis
Q1259592,Aramides-mangle
Q27075901,Setophaga-plumbea
Q1303402,Pachyramphus-surinamus
Q512594,Pinarocorys-nigricans
Q788640,Trogon-bairdii
Q694749,Calliphlox-amethystina
Q1036005,Pternistis-icterorhynchus
Q2850343,Saxicola-sibilla
Q839923,Chlamydera-lauterbachi
Q368713,Amaurornis-moluccana
Q470381,Heliangelus-amethysticollis
Q1830400,Ninox-rumseyi
Q1274207,Cinclodes-palliatus
Q1137288,Bubo-blakistoni
Q1261497,Leucopternis-melanops
Q1585962,Oriolus-forsteni
Q1262753,Campethera-nivosa
Q844714,Limosa-fedoa
Q920534,Oxyruncus-cristatus
Q27075175,Silvicultrix-pulchella
Q244309,Collocalia-troglodytes
Q3356380,Icterus-fuertesi
Q2668527,Cinnyris-regius
Q2868546,Estrilda-ochrogaster
Q3726300,Yuhina-nigrimenta
Q1304631,Hemispingus-rufosuperciliaris
Q596787,Pterodroma-cookii
Q31713,Apus-nipalensis
Q1584207,Ammomanes-cinctura
Q31873572,Ninox-hantu
Q739101,Philemon-corniculatus
Q1905140,Incana-incana
Q2668137,Paroaria-baeri
Q301701,Artamus-mentalis
Q28106937,Spatula-smithii
Q1188385,Treron-waalia
Q1272727,Syndactyla-ucayalae
Q774012,Phoenicurus-moussieri
Q1269171,Otus-enganensis
Q1319781,Cinnyris-batesi
Q1305292,Cyornis-hoevelli
Q114551,Accipiter-griseiceps
Q302796,Poospiza-nigrorufa
Q1265766,Psophia-leucoptera
Q247966,Estrilda-rhodopyga
Q841112,Heteroxolmis-dominicana
Q510339,Ducula-pinon
Q1513955,Apalis-fuscigularis
Q1270808,Halcyon-leucocephala
Q795046,Artamus-leucorynchus
Q2933618,Tockus-rufirostris
Q1078626,Buteo-auguralis
Q809271,Diglossa-mystacalis
Q26833812,Myiothlypis-coronata
Q948121,Tolmomyias-sulphurescens
Q555727,Progne-modesta
Q5398500,Corvus-culminatus
Q25376,Fulica-atra
Q794172,Semnornis-frantzii
Q1274450,Myiophobus-cryptoxanthus
Q10965357,Linaria-flavirostris
Q1268906,Pseudocolopteryx-dinelliana
Q3284887,Ficedula-sapphira
Q998449,Columba-hodgsonii
Q1300993,Euphonia-rufiventris
Q110257505,Curruca-mystacea
Q1265542,Crypturellus-parvirostris
Q863070,Chlamydera-cerviniventris
Q188877,Fringilla-montifringilla
Q1300345,Lonchura-leucogastra
Q28106685,Mareca-americana
Q662226,Bostrychia-olivacea
Q28917268,Leistes-loyca
Q27075438,Hypsipetes-rufigularis
Q18969,Catharus-bicknelli
Q1263074,Patagioenas-cayennensis
Q1590852,Vireo-hypochryseus
Q995751,Prunella-fulvescens
Q1079928,Centropus-toulou
Q513026,Turdus-pelios
Q997682,Streptopelia-reichenowi
Q3726868,Cisticola-nana
Q27075283,Cinclosoma-castanotum
Q944661,Pachyramphus-marginatus
Q918165,Tangara-nigroviridis
Q5398611,Yuhina-torqueola
Q616205,Mascarenotus-sauzieri
Q1535692,Arremon%20schlegeli
Q168748,Sagittarius-serpentarius
Q628225,Macropygia-phasianella
Q1061026,Crinifer-piscator
Q27044072,Arizelocichla-olivaceiceps
Q27075454,Horornis-seebohmi
Q3313753,Saltator-orenocensis
Q2210851,Myzomela-rosenbergii
Q1061425,Smithornis-capensis
Q742921,Myzomela-albigula
Q943588,Amazilia-amazilia
Q628075,Tangara-cayana
Q1589096,Copsychus-niger
Q62132065,Schoenicola-striatus
Q845237,Melidectes-ochromelas
Q820212,Aeronautes-montivagus
Q2997424,Leucocarbo-georgianus
Q1040304,Mimus-graysoni
Q27075766,Akialoa-lanaiensis
Q1305187,Aplonis-mysolensis
Q27075651,Cyornis-colonus
Q27075509,Oreolais-ruwenzorii
Q924333,Masius-chrysopterus
Q1269109,Ramphomicron-dorsale
Q1076035,Thamnophilus-insignis
Q1262999,Dromococcyx-pavoninus
Q602388,Spizaetus-ornatus
Q1265078,Indicator-variegatus
Q2667795,Henicorhina-leucophrys
Q1923543,Zosterops-anomalus
Q1310073,Zosterops-meeki
Q15707860,Salpornis-salvadori
Q906527,Mionectes-striaticollis
Q556716,Melanerpes-rubricapillus
Q2667669,Melithreptus-brevirostris
Q1269200,Hemitriccus-minimus
Q4758971,Pheugopedius-felix
Q902676,Chlorostilbon-assimilis
Q1269208,Cinclodes-nigrofumosus
Q766708,Amblyornis-macgregoriae
Q1923113,Zosterops-atriceps
Q1303412,Hypsipetes-borbonicus
Q844773,Sceloglaux-albifacies
Q933321,Lamprotornis-purpuroptera
Q1060510,Lepidothrix-coronata
Q941289,Gallinago-hardwickii
Q843125,Criniger-barbatus
Q588267,Chloroceryle-aenea
Q3049403,Petrochelidon-rufigula
Q1268995,Zimmerius-villarejoi
Q27075760,Akialoa-obscura
Q1304533,Loxia-megaplaga
Q31874269,Laniarius-holomelas
Q22661769,Todiramphus-gertrudae
Q725289,Phalacrocorax-auritus
Q377238,Asthenes-heterura
Q776301,Arborophila-rufipectus
Q1317454,Muscicapa-epulata
Q12253098,Alcippe-hueti
Q375793,Hirundo-smithii
Q1886764,Ficedula-crypta
Q948083,Zoothera-everetti
Q239801,Ptilinopus-magnificus
Q1262706,Phyllomyias-weedeni
Q1315318,Hyliota-australis
Q2224815,Baeolophus-ridgwayi
Q179959,Strigops-habroptila
Q3181378,Monarcha-cinerascens
Q901640,Pachycephala-meyeri
Q1268703,Odontophorus-columbianus
Q926693,Coracias-cyanogaster
Q632823,Trogon-elegans
Q625100,Chlorostilbon-ricordii
Q578785,Phylloscopus-ricketti
Q28863745,Hafferia-immaculata
Q386152,Emberiza-jankowskii
Q10770477,Hypsipetes-amaurotis
Q1262495,Trogon-caligatus
Q998547,Pheucticus-melanocephalus
Q1268256,Picumnus-pumilus
Q1923003,Rhipidura-semirubra
Q27074862,Psilopogon-armillaris
Q1269406,Phaethornis-bourcieri
Q27074690,Zentrygon-linearis
Q27075865,Spinus-dominicensis
Q1272101,Thamnophilus-melanonotus
Q882965,Amazona-ventralis
Q1083101,Chlorophanes-spiza
Q931114,Vanellus-armatus
Q902779,Synallaxis-hypochondriaca
Q1260935,Myrmotherula-sunensis
Q2637638,Tangara-guttata
Q15213904,Chrysocolaptes-guttacristatus
Q932970,Passerina-ciris
Q3321742,Myadestes-genibarbis
Q942681,Grallaria-chthonia
Q2225357,Cisticola-woosnami
Q998385,Tinamus-osgoodi
Q3054308,Antrostomus-ekmani
Q1591533,Mimus-saturninus
Q1271890,Aglaeactis-cupripennis
Q550476,Pycnonotus-brunneus
Q1588203,Ammodramus-henslowii
Q27860217,Myiagra-castaneigularis
Q1923588,Zosterops-inornatus
Q212243,Falco-eleonorae
Q1079886,Arborophila-cambodiana
Q738534,Baeolophus-bicolor
Q1064000,Chlorocichla-flaviventris
Q921332,Amazona-viridigenalis
Q601672,Lanius-tigrinus
Q1042068,Hirundo-atrocaerulea
Q843482,Agriornis-albicauda
Q1193338,Lanius-cabanisi
Q27074851,Psilopogon-oorti
Q1871298,Dicaeum-pygmaeum
Q844234,Falco-mexicanus
Q972551,Myioborus-miniatus
Q768129,Bubo-sumatranus
Q1262746,Coccyzus-lansbergi
Q1585404,Urocynchramus-pylzowi
Q587874,Pyrilia-pulchra
Q1088566,Tauraco-livingstonii
Q1052255,Copsychus-cebuensis
Q944413,Ploceus-rubiginosus
Q1923524,Yuhina-humilis
Q25269458,Scleroptila-gutturalis
Q382321,Stictonetta-naevosa
Q12266104,Polioptila-facilis
Q31874476,Melanopareia-bitorquata
Q766047,Knipolegus-poecilocercus
Q580159,Chloroceryle-americana
Q786964,Passerina-amoena
Q1262147,Antrostomus-carolinensis
Q646553,Melanerpes-hoffmannii
Q10811616,Rhipidura-albiventris
Q997420,Ducula-forsteni
Q838951,Ara-rubrogenys
Q1264380,Heliodoxa-branickii
Q1265097,Muscisaxicola-cinereus
Q888547,Ixobrychus-eurhythmus
Q1923235,Pachycephala-citreogaster
Q28834716,Ceblepyris-graueri
Q1274520,Sublegatus-modestus
Q387126,Teledromas-fuscus
Q1490737,Bradypterus-grandis
Q678201,Microdynamis-parva
Q1274328,Puffinus-heinrothi
Q1307606,Lipaugus-lanioides
Q747988,Polioptila-schistaceigula
Q1589040,Turdus-nigriceps
Q776263,Arborophila-atrogularis
Q1271582,Tyto-nigrobrunnea
Q3233116,Eremopterix-leucotis
Q20686295,Cinclosoma-clarum
Q73882,Pomatorhinus-montanus
Q912035,Sula-variegata
Q3325204,Momotus-lessonii
Q28884891,Myrmelastes-humaythae
Q1262886,Attila-citriniventris
Q3726247,Eremomela-canescens
Q2667622,Pachycephala-homeyeri
Q1266879,Myiornis-atricapillus
Q1270084,Automolus-rufipileatus
Q3049745,Phylloscopus-umbrovirens
Q1123941,Merops-variegatus
Q26656,Ixoreus-naevius
Q28884441,Myrmelastes-caurensis
Q27075999,Basileuterus-lachrymosus
Q1037581,Alcippe-variegaticeps
Q1441641,Alcippe-castaneceps
Q599704,Falco-zoniventris
Q1262172,Lampornis-sybillae
Q1077059,Ocreatus-underwoodii
Q2934247,Tangara-viridicollis
Q10697625,Montifringilla-henrici
Q1267982,Scytalopus-simonsi
Q1588073,Thraupis-sayaca
Q844255,Arizelocichla-milanjensis
Q127824,Accipiter-trinotatus
Q27075064,Erythropitta-dohertyi
Q589154,Larus-vegae
Q495515,Synthliboramphus-wumizusume
Q5464601,Coracopsis-barklyi
Q2226110,Anthipes-solitaris
Q882415,Nyctyornis-athertoni
Q1588577,Lioptilus-nigricapillus
Q1302962,Emberiza-affinis
Q490476,Aeronautes-andecolus
Q1273720,Lewinia-pectoralis
Q1589875,Melanospiza-richardsoni
Q214571,Pinicola-enucleator
Q786744,Tangara-peruviana
Q955973,Glaucidium-perlatum
Q899247,Hydrornis-elliotii
Q1272519,Accipiter-castanilius
Q5608066,Arremon-assimilis
Q939690,Synallaxis-albigularis
Q684838,Butastur-rufipennis
Q240445,Lamprotornis-chalybaeus
Q73836,Dicaeum-sanguinolentum
Q1113722,Porzana-nigra
Q1043312,Crax-globulosa
Q27075095,Synallaxis-cinerea
Q1587047,Melanotis-caerulescens
Q987765,Carpodacus-edwardsii
Q660287,Eugralla-paradoxa
Q392527,Egretta-dimorpha
Q607375,Touit-purpuratus
Q371021,Treron-seimundi
Q1317282,Dryoscopus-cubla
Q2963132,Glaucidium-californicum
Q1261133,Zimmerius-gracilipes
Q28836512,Lalage-newtoni
Q257212,Asio-abyssinicus
Q25393,Luscinia-megarhynchos
Q796484,Phoenicurus-erythrogastrus
Q1269417,Streptoprocne-zonaris
Q611155,Melanerpes-flavifrons
Q948736,Lamprotornis-caudatus
Q997457,Thryomanes-bewickii
Q1923240,Pachycephala-vitiensis
Q901966,Lichmera-incana
Q678454,Myrmia-micrura
Q276087,Procellaria-parkinsoni
Q1266834,Conopias-cinchoneti
Q3125281,Chlorothraupis-frenata
Q1260370,Myrmotherula-menetriesii
Q868620,Compsothraupis-loricata
Q768832,Dacnis-lineata
Q619229,Todirostrum-cinereum
Q2225910,Stizorhina-finschi
Q1302067,Empidornis-semipartitus
Q1262276,Aepypodius-bruijnii
Q27074833,Psilopogon-virens
Q1261619,Pternistis-castaneicollis
Q27075344,Ptiliogonys-caudatus
Q767088,Pityriasis-gymnocephala
Q385343,Poecile-hudsonicus
Q791132,Tyrannus-caudifasciatus
Q1274228,Cacomantis-castaneiventris
Q48431,Macheiramphus-alcinus
Q372877,Cyclopsitta-diophthalma
Q3285221,Pheucticus-chrysogaster
Q2225367,Myzomela-chermesina
Q1260877,Myrmotherula-grisea
Q524343,Prunella-rubida
Q375790,Casuarius-casuarius
Q1260760,Casiornis-fuscus
Q1270245,Otus-mantananensis
Q1264069,Malacoptila-fulvogularis
Q1302379,Mirafra-rufa
Q730301,Columba-torringtoniae
Q786350,Thalassarche-chrysostoma
Q2224597,Elminia-nigromitrata
Q221071,Leucosarcia-melanoleuca
Q1259421,Amaurornis-isabellina
Q28845658,Automolus-subulatus
Q955828,Ptilinopus-porphyreus
Q1304963,Laniarius-ferrugineus
Q3315543,Epthianura-crocea
Q29865,Bucephala-clangula
Q1268732,Aphanotriccus-audax
Q3179459,Lichenostomus-melanops
Q912836,Zosterops-strenuus
Q60793192,Ninox-plesseni
Q1267153,Otus-lempiji
Q276212,Macronectes-halli
Q1267803,Nothoprocta-ornata
Q1187263,Xenopipo-uniformis
Q1073505,Menura-alberti
Q742679,Pseudotriccus-simplex
Q27031399,Macropygia-doreya
Q1589940,Anthus-nattereri
Q912197,Glaucidium-radiatum
Q2871753,Aulacorhynchus-whitelianus
Q27075720,Pyrgilauda-davidiana
Q249290,Vanellus-resplendens
Q369671,Ramsayornis-modestus
Q1587827,Peneothello-bimaculata
Q2670054,Turdus-plebejus
Q594810,Oreortyx-pictus
Q863587,Strix-nigrolineata
Q1317426,Platysteira-jamesoni
Q941390,Neopsittacus-musschenbroekii
Q281002,Heliodoxa-rubinoides
Q26834012,Psilopogon-zeylanicus
Q1259625,Scytalopus-vicinior
Q899755,Lagonosticta-larvata
Q31874425,Grallaricula-leymebambae
Q21948535,Dendrocopos-noguchii
Q3315466,Niltava-sumatrana
Q3098476,Liocichla-omeiensis
Q1308878,Iole-propinqua
Q1586112,Sarcops-calvus
Q2671340,Mimus-longicaudatus
Q493173,Nipponia-nippon
Q19845689,Locustella-chengi
Q1131683,Coua-coquereli
Q2669329,Tangara-gyrola
Q27074637,Eupodotis-rueppelii
Q576605,Urosticte-ruficrissa
Q817868,Campethera-bennettii
Q1270783,Touit-dilectissimus
Q266107,Dendronanthus-indicus
Q213036,Mellisuga-helenae
Q80832,Pterocles-senegallus
Q27075537,Trochalopteron-chrysopterum
Q862063,Nycticorax-megacephalus
Q592146,Pogoniulus-chrysoconus
Q601632,Artamus-cyanopterus
Q1196375,Corvus-kubaryi
Q739489,Phlegopsis-borbae
Q772333,Turdus-lherminieri
Q3727716,Phylloscopus-sarasinorum
Q903229,Cerorhinca-monocerata
Q939120,Pterodroma-pycrofti
Q1270108,Rostratula-australis
Q2226036,Myioparus-griseigularis
Q3342037,Ninox-boobook
Q770529,Phodilus-badius
Q1261027,Thripadectes-ignobilis
Q2667864,Phylloscopus-amoenus
Q903847,Empidonax-traillii
Q899380,Strix-hylophila
Q766306,Urocissa-erythroryncha
Q490393,Rupicola-peruvianus
Q368505,Phylloscopus-fuscatus
Q2226000,Anthreptes-rubritorques
Q847145,Gymnomyza-aubryana
Q930218,Centropus-violaceus
Q1268088,Gallinago-imperialis
Q332621,Paradisaea-minor
Q1897577,Trochilus-scitulus
Q2689101,Pionus-seniloides
Q1274677,Thripadectes-scrutator
Q283150,Myza-celebensis
Q187958,Pygoscelis-adeliae
Q110257506,Curruca-melanothorax
Q1038792,Limnoctites-rectirostris
Q1264188,Ducula-galeata
Q27075688,Phoenicurus-leucocephalus
Q12253732,Aplonis-circumscripta
Q26106,Perdix-perdix
Q920157,Phigys-solitarius
Q27075415,Calendulauda-erythrochlamys
Q333796,Ardea-herodias
Q28747718,Dixiphia-pipra
Q831597,Dumetella-carolinensis
Q509463,Anorrhinus-galeritus
Q1050191,Merops-muelleri
Q651925,Cnemophilus-loriae
Q1590038,Dicrurus-remifer
Q27075177,Silvicultrix-jelskii
Q978619,Poephila-acuticauda
Q25384,Asio-otus
Q281040,Aphrastura-masafuerae
Q189193,Pinguinus-impennis
Q27075151,Uromyias-agraphia
Q1267780,Batrachostomus-moniliger
Q1269788,Scytalopus-spillmanni
Q605846,Irena-puella
Q998505,Estrilda-perreini
Q3532788,Ramphastos-citreolaemus
Q903913,Myiarchus-semirufus
Q2224640,Myiagra-caledonica
Q673149,Tyrannus-verticalis
Q1267020,Synallaxis-candei
Q1922818,Timeliopsis-griseigula
Q18956,Chrysococcyx-cupreus
Q907188,Muscicapa-aquatica
Q941864,Pseudibis-davisoni
Q62123793,Actinodura-cyanouroptera
Q606781,Dendrocolaptes-certhia
Q2963867,Poospiza-erythrophrys
Q1923511,Geokichla-erythronota
Q640578,Strix-albitarsis
Q279641,Phapitreron-leucotis
Q726719,Cettia-brunnifrons
Q21304132,Nystalus-obamai
Q906542,Ploceus-vitellinus
Q27075016,Mascarinus-mascarinus
Q282687,Poecile-atricapillus
Q139526,Petroica-macrocephala
Q12268031,Tolmomyias-viridiceps
Q752513,Phylloscopus-proregulus
Q337797,Loriculus-beryllinus
Q3314842,Anthus-caffer
Q265279,Scolopax-mira
Q490338,Lipaugus-fuscocinereus
Q6419588,Drymophila-klagesi
Q570795,Neophema-elegans
Q1265845,Centropus-unirufus
Q1271952,Psittacula-roseata
Q27996612,Chlorestes-notata
Q845408,Lyrurus-mlokosiewiczi
Q747787,Locustella-fluviatilis
Q27075631,Turdus-daguae
Q599569,Moho-apicalis
Q903035,Pomatostomus-temporalis
Q481997,Acropternis-orthonyx
Q668791,Cacatua-pastinator
Q841856,Polioptila-guianensis
Q3121312,Sporophila-ruficollis
Q641416,Amadina-erythrocephala
Q596278,Sylvia-nana
Q2652229,Turdus-haplochrous
Q1302631,Icterus-auratus
Q998530,Conothraupis-mesoleuca
Q1266639,Tetraogallus-altaicus
Q131918,Falco-columbarius
Q62345,Calidris-ferruginea
Q479802,Abeillia-abeillei
Q28910263,Myrmelastes-saturatus
Q15055407,Lanius-phoenicuroides
Q27074847,Psilopogon-flavifrons
Q427241,Cardellina-rubrifrons
Q2667603,Pachycare-flavogriseum
Q990175,Mycteria-americana
Q602113,Florisuga-fusca
Q1302546,Lipaugus-unirufus
Q537956,Tyrannulus-elatus
Q3282488,Meliphaga-cinereifrons
Q114022,Accipiter-chilensis
Q2224619,Myiagra-cervinicauda
Q1270845,Hypocnemis-cantator
Q1087308,Lanius-excubitoroides
Q62168792,Helopsaltes-ochotensis
Q769847,Mirafra-angolensis
Q3729648,Laniarius-willardi
Q1268348,Tyto-tenebricosa
Q941540,Formicarius-colma
Q781888,Ferminia-cerverai
Q166171,Picus-viridis
Q4767755,Cantorchilus-nigricapillus
Q2997421,Leucocarbo-melanogenis
Q645528,Euplectes-franciscanus
Q23056684,Passerella-megarhyncha
Q1260591,Coenocorypha-pusilla
Q603593,Euplectes-albonotatus
Q1006473,Chloropsis-flavipennis
Q3726397,Saltator-fuliginosus
Q1311519,Muscicapa-lendu
Q1152180,Streptoprocne-phelpsi
Q3115143,Pachycephala-rufogularis
Q1078213,Manorina-flavigula
Q2225549,Cercotrichas-leucophrys
Q894235,Corvus-rhipidurus
Q3314735,Peucaea-mystacalis
Q1386698,Columbina-talpacoti
Q1271355,Ducula-poliocephala
Q1591506,Thraupis-bonariensis
Q385814,Estrilda-caerulescens
Q509455,Pycnonotus-cafer
Q606755,Accipiter-gularis
Q941633,Myzomela-eques
Q1264627,Chlorostilbon-stenurus
Q3026847,Dicaeum-melanoxanthum
Q27075571,Psittiparus-margaritae
Q127811,Accipiter-melanochlamys
Q498102,Ardeola-bacchus
Q597272,Touit-stictopterus
Q286759,Doliornis-remseni
Q1266137,Picumnus-lafresnayi
Q941475,Tetraophasis-szechenyii
Q1265831,Asthenes-luizae
Q947248,Thraupis-abbas
Q890905,Agelaius-assimilis
Q733077,Psilopsiagon-aymara
Q27075886,Oreothlypis-superciliosa
Q261306,Pteroglossus-frantzii
Q74225,Machaeropterus-regulus
Q524740,Daption-capense
Q131044,Cygnus-atratus
Q765610,Nothocercus-julius
Q1048790,Brotogeris-pyrrhoptera
Q1269768,Thamnophilus-zarumae
Q27075888,Leiothlypis-celata
Q25692,Gallinago-gallinago
Q1588964,Coracina-temminckii
Q1274541,Cranioleuca-pyrrhophia
Q21364388,Sittiparus-olivaceus
Q1924540,Phragmacia-substriata
Q903887,Myiarchus-validus
Q1587465,Pachycephala-philippinensis
Q244284,Dendrocygna-javanica
Q304153,Polyboroides-radiatus
Q1310006,Ixos-malaccensis
Q941869,Ptilinopus-bernsteinii
Q842518,Grallaria-przewalskii
Q1145127,Hemiphaga-novaeseelandiae
Q839235,Dendrocolaptes-sanctithomae
Q110257513,Curruca-subalpina
Q2226702,Cyanocompsa-cyanoides
Q27074551,Megapodius-decollatus
Q2667807,Phylloscopus-budongoensis
Q27075305,Laniarius-nigerrimus
Q1923310,Symposiachrus-verticalis
Q1260205,Synthliboramphus-antiquus
Q941804,Pyrrhomyias-cinnamomeus
Q752465,Aquila-audax
Q2225766,Zosterops-rendovae
Q28870097,Phylloscopus-intensior
Q2225196,Rhipidura-phasiana
Q3382374,Chrysocolaptes-strictus
Q62092201,Turdoides-chapini
Q922531,Fulica-newtonii
Q2225686,Myadestes-coloratus
Q26129,Ixobrychus-minutus
Q1499402,Teretistris-fernandinae
Q1266053,Aepypodius-arfakianus
Q113989,Accipiter-luteoschistaceus
Q287071,Glaucidium-hardyi
Q1587096,Emberizoides-ypiranganus
Q3729625,Cinnyris-tsavoensis
Q2223774,Sericornis-humilis
Q27075186,Ceratopipra-cornuta
Q1085327,Buceros-hydrocorax
Q1935561,Turdus-leucops
Q367677,Hypargos-margaritatus
Q1002648,Mycerobas-melanozanthos
Q1116302,Nisaetus-floris
Q480086,Bucorvus-abyssinicus
Q1302843,Pachyramphus-validus
Q28919184,Leistes-superciliaris
Q1339428,Apalis-lynesi
Q1301505,Euphonia-jamaica
Q28490,Onychoprion-anaethetus
Q179747,Aulacorhynchus-prasinus
Q22965986,Elaenia-brachyptera
Q27075033,Parvipsitta-pusilla
Q620349,Triclaria-malachitacea
Q1267359,Chrysococcyx-osculans
Q1087201,Pionus-maximiliani
Q27075313,Pseudorectes-ferrugineus
Q1271215,Celeus-undatus
Q2226753,Poospiza-hispaniolensis
Q1190011,Taphrospilus-hypostictus
Q27075466,Horornis-fortipes
Q27075260,Ptilotula-ornata
Q251923,Pyrrhula aurantiaca
Q1300280,Lonchura-montana
Q2461994,Lacedo-pulchella
Q199758,Cyanocitta-cristata
Q910797,Conopophila-rufogularis
Q19055,Lagopus-leucura
Q1269750,Discosura-popelairii
Q27124,Calidris-canutus
Q27074601,Ardenna-pacifica
Q1059968,Tachycineta-thalassina
Q1273806,Charadrius-montanus
Q1271691,Pyrrhura-roseifrons
Q1049056,Halcyon-pileata
Q980495,Bubo-philippensis
Q1305790,Erythrocercus-mccallii
Q1269025,Myrmotherula-ambigua
Q2229851,Cercotrichas-coryphoeus
Q480072,Vanellus-melanocephalus
Q1587434,Thamnornis-chloropetoides
